regime,n,nb,ratio,skew,pc,kp,kvs,kv_big,kv_mean,t_mean_us,t_max_us,t_skew_us,alpha
mixed,16,1,0.0625,4.0,128,2048,512,2048,608,201.855,306.336,199.775,-0.0199
mixed,16,1,0.0625,4.0,128,2048,1024,4096,1216,244.159,571.52,355.905,0.3414
mixed,16,1,0.0625,4.0,128,2048,2048,8192,2432,349.281,1109.12,676.771,0.431
mixed,16,1,0.0625,4.0,128,2048,4096,16384,4864,671.361,2206.76,1311.17,0.4167
mixed,16,1,0.0625,4.0,128,4096,128,512,152,300.064,324.448,300.16,0.0039
mixed,16,1,0.0625,4.0,128,4096,256,1024,304,312.448,359.841,308.579,-0.0816
mixed,16,1,0.0625,4.0,128,4096,512,2048,608,341.057,450.304,338.753,-0.0211
mixed,16,1,0.0625,4.0,128,4096,1024,4096,1216,386.495,597.089,376.448,-0.0477
mixed,16,1,0.0625,4.0,128,4096,2048,8192,2432,469.601,1151.46,702.689,0.3418
mixed,16,1,0.0625,4.0,128,4096,4096,16384,4864,700.034,2305.45,1368.8,0.4166
mixed,16,1,0.0625,4.0,128,8192,128,512,152,576.866,599.201,577.666,0.0358
mixed,16,1,0.0625,4.0,128,8192,256,1024,304,581.952,632.033,584.928,0.0594
mixed,16,1,0.0625,4.0,128,8192,512,2048,608,602.431,708.355,596.033,-0.0604
mixed,16,1,0.0625,4.0,128,8192,1024,4096,1216,647.585,858.848,634.049,-0.0641
mixed,16,1,0.0625,4.0,128,8192,2048,8192,2432,729.568,1181.8,704.322,-0.0558
mixed,16,1,0.0625,4.0,128,8192,4096,16384,4864,916.452,2292.71,1373.86,0.3324
mixed,16,1,0.0625,4.0,256,0,128,512,152,60.961,109.952,83.68,0.4637
mixed,16,1,0.0625,4.0,256,0,256,1024,304,76.991,179.649,124.928,0.467
mixed,16,1,0.0625,4.0,256,0,512,2048,608,113.985,316.64,206.208,0.4551
mixed,16,1,0.0625,4.0,256,0,1024,4096,1216,199.361,567.01,372.641,0.4713
mixed,16,1,0.0625,4.0,256,0,2048,8192,2432,367.937,1155.43,694.433,0.4146
mixed,16,1,0.0625,4.0,256,0,4096,16384,4864,698.147,2287.24,1361.38,0.4174
mixed,16,1,0.0625,4.0,256,512,128,512,152,98.336,122.144,97.408,-0.039
mixed,16,1,0.0625,4.0,256,512,256,1024,304,107.968,181.249,129.855,0.2987
mixed,16,1,0.0625,4.0,256,512,512,2048,608,124.448,318.655,212.065,0.4512
mixed,16,1,0.0625,4.0,256,512,1024,4096,1216,196.993,592.417,371.007,0.4401
mixed,16,1,0.0625,4.0,256,512,2048,8192,2432,369.313,1153.15,686.786,0.405
mixed,16,1,0.0625,4.0,256,512,4096,16384,4864,686.882,2203.97,1313.12,0.4128
mixed,16,1,0.0625,4.0,256,1024,128,512,152,126.08,152.064,126.785,0.0271
mixed,16,1,0.0625,4.0,256,1024,256,1024,304,136.319,186.24,136.448,0.0026
mixed,16,1,0.0625,4.0,256,1024,512,2048,608,154.273,307.521,205.249,0.3326
mixed,16,1,0.0625,4.0,256,1024,1024,4096,1216,195.138,568.642,362.366,0.4477
mixed,16,1,0.0625,4.0,256,1024,2048,8192,2432,353.44,1110.47,676.771,0.4271
mixed,16,1,0.0625,4.0,256,1024,4096,16384,4864,671.01,2210.73,1310.79,0.4155
mixed,16,1,0.0625,4.0,256,2048,128,512,152,189.376,215.68,189.311,-0.0025
mixed,16,1,0.0625,4.0,256,2048,256,1024,304,197.825,251.904,200.321,0.0462
mixed,16,1,0.0625,4.0,256,2048,512,2048,608,218.977,318.465,218.176,-0.0081
mixed,16,1,0.0625,4.0,256,2048,1024,4096,1216,260.833,570.978,365.697,0.3381
mixed,16,1,0.0625,4.0,256,2048,2048,8192,2432,354.24,1108.71,679.234,0.4308
mixed,16,1,0.0625,4.0,256,2048,4096,16384,4864,673.889,2204.23,1314.4,0.4185
mixed,16,1,0.0625,4.0,256,4096,128,512,152,314.945,341.857,316.066,0.0417
mixed,16,1,0.0625,4.0,256,4096,256,1024,304,324.512,377.503,327.616,0.0586
mixed,16,1,0.0625,4.0,256,4096,512,2048,608,345.856,446.591,343.232,-0.026
mixed,16,1,0.0625,4.0,256,4096,1024,4096,1216,386.657,586.048,379.36,-0.0366
mixed,16,1,0.0625,4.0,256,4096,2048,8192,2432,470.881,1104.55,681.729,0.3327
mixed,16,1,0.0625,4.0,256,4096,4096,16384,4864,676.258,2224.04,1316.55,0.4137
mixed,16,1,0.0625,4.0,256,8192,128,512,152,567.265,588.29,564.963,-0.1095
mixed,16,1,0.0625,4.0,256,8192,256,1024,304,574.784,629.568,575.971,0.0217
mixed,16,1,0.0625,4.0,256,8192,512,2048,608,594.655,699.233,592.96,-0.0162
mixed,16,1,0.0625,4.0,256,8192,1024,4096,1216,637.985,834.852,626.817,-0.0567
mixed,16,1,0.0625,4.0,256,8192,2048,8192,2432,722.211,1139.46,697.794,-0.0585
mixed,16,1,0.0625,4.0,256,8192,4096,16384,4864,892.93,2226.41,1323.39,0.3228
mixed,16,1,0.0625,4.0,512,0,128,512,152,96.289,128.479,102.432,0.1908
mixed,16,1,0.0625,4.0,512,0,256,1024,304,103.106,189.984,142.623,0.4549
mixed,16,1,0.0625,4.0,512,0,512,2048,608,130.655,318.208,218.207,0.4668
mixed,16,1,0.0625,4.0,512,0,1024,4096,1216,208.417,578.147,370.657,0.4388
mixed,16,1,0.0625,4.0,512,0,2048,8192,2432,365.186,1115.17,688.641,0.4313
mixed,16,1,0.0625,4.0,512,0,4096,16384,4864,680.002,2214.34,1313.83,0.4131
mixed,16,1,0.0625,4.0,512,512,128,512,152,142.112,166.048,142.751,0.0267
mixed,16,1,0.0625,4.0,512,512,256,1024,304,154.336,220.063,160.673,0.0964
mixed,16,1,0.0625,4.0,512,512,512,2048,608,165.024,322.528,245.023,0.5079
mixed,16,1,0.0625,4.0,512,512,1024,4096,1216,231.008,579.87,386.209,0.4449
mixed,16,1,0.0625,4.0,512,512,2048,8192,2432,370.081,1111.3,685.44,0.4255
mixed,16,1,0.0625,4.0,512,512,4096,16384,4864,680.802,2214.72,1320.77,0.4172
mixed,16,1,0.0625,4.0,512,1024,128,512,152,177.918,218.592,180.735,0.0693
mixed,16,1,0.0625,4.0,512,1024,256,1024,304,195.618,256.162,198.913,0.0544
mixed,16,1,0.0625,4.0,512,1024,512,2048,608,218.751,349.248,257.247,0.295
mixed,16,1,0.0625,4.0,512,1024,1024,4096,1216,279.007,580.899,435.586,0.5187
mixed,16,1,0.0625,4.0,512,1024,2048,8192,2432,382.625,1111.39,699.967,0.4355
mixed,16,1,0.0625,4.0,512,1024,4096,16384,4864,679.906,2211.78,1320.23,0.418
mixed,16,1,0.0625,4.0,512,2048,128,512,152,242.304,289.119,245.632,0.0711
mixed,16,1,0.0625,4.0,512,2048,256,1024,304,259.264,348.544,263.809,0.0509
mixed,16,1,0.0625,4.0,512,2048,512,2048,608,294.978,450.431,299.361,0.0282
mixed,16,1,0.0625,4.0,512,2048,1024,4096,1216,357.313,604.48,447.744,0.3659
mixed,16,1,0.0625,4.0,512,2048,2048,8192,2432,493.826,1111.46,808.354,0.5092
mixed,16,1,0.0625,4.0,512,2048,4096,16384,4864,681.794,2213.83,1323.17,0.4186
mixed,16,1,0.0625,4.0,512,4096,128,512,152,367.425,416.449,371.071,0.0744
mixed,16,1,0.0625,4.0,512,4096,256,1024,304,387.777,483.777,395.614,0.0816
mixed,16,1,0.0625,4.0,512,4096,512,2048,608,419.199,605.439,426.113,0.0371
mixed,16,1,0.0625,4.0,512,4096,1024,4096,1216,501.377,831.202,493.889,-0.0227
mixed,16,1,0.0625,4.0,512,4096,2048,8192,2432,601.891,1118.85,828.64,0.4386
mixed,16,1,0.0625,4.0,512,4096,4096,16384,4864,891.555,2226.92,1561.35,0.5016
mixed,16,1,0.0625,4.0,512,8192,128,512,152,622.271,668.803,622.083,-0.004
mixed,16,1,0.0625,4.0,512,8192,256,1024,304,636.929,738.659,641.666,0.0466
mixed,16,1,0.0625,4.0,512,8192,512,2048,608,669.246,861.058,676.481,0.0377
mixed,16,1,0.0625,4.0,512,8192,1024,4096,1216,752.483,1116.9,737.921,-0.04
mixed,16,1,0.0625,4.0,512,8192,2048,8192,2432,908.966,1600.99,870.819,-0.0551
mixed,16,1,0.0625,4.0,512,8192,4096,16384,4864,1097.54,2212.2,1585.58,0.4378
mixed,16,1,0.0625,4.0,1024,0,128,512,152,176.16,205.248,177.503,0.0462
mixed,16,1,0.0625,4.0,1024,0,256,1024,304,187.711,257.696,195.008,0.1043
mixed,16,1,0.0625,4.0,1024,0,512,2048,608,206.785,378.305,276.193,0.4047
mixed,16,1,0.0625,4.0,1024,0,1024,4096,1216,274.561,627.167,436.098,0.4581
mixed,16,1,0.0625,4.0,1024,0,2048,8192,2432,423.808,1152.29,735.522,0.4279
mixed,16,1,0.0625,4.0,1024,0,4096,16384,4864,727.489,2235.36,1355.75,0.4167
mixed,16,1,0.0625,4.0,1024,512,128,512,152,235.552,272.896,238.529,0.0797
mixed,16,1,0.0625,4.0,1024,512,256,1024,304,251.362,306.112,251.456,0.0017
mixed,16,1,0.0625,4.0,1024,512,512,2048,608,271.519,426.689,314.142,0.2747
mixed,16,1,0.0625,4.0,1024,512,1024,4096,1216,316.895,669.377,471.332,0.4381
mixed,16,1,0.0625,4.0,1024,512,2048,8192,2432,469.791,1183.14,784.515,0.4412
mixed,16,1,0.0625,4.0,1024,512,4096,16384,4864,764.002,2234.86,1397.19,0.4305
mixed,16,1,0.0625,4.0,1024,1024,128,512,152,300.128,330.466,298.944,-0.039
mixed,16,1,0.0625,4.0,1024,1024,256,1024,304,308.577,368.031,313.857,0.0888
mixed,16,1,0.0625,4.0,1024,1024,512,2048,608,331.233,461.41,346.114,0.1143
mixed,16,1,0.0625,4.0,1024,1024,1024,4096,1216,379.297,708.641,511.041,0.4
mixed,16,1,0.0625,4.0,1024,1024,2048,8192,2432,516.321,1217.54,824.579,0.4396
mixed,16,1,0.0625,4.0,1024,1024,4096,16384,4864,806.783,2252.14,1436.61,0.4358
mixed,16,1,0.0625,4.0,1024,2048,128,512,152,419.424,445.345,419.073,-0.0135
mixed,16,1,0.0625,4.0,1024,2048,256,1024,304,428,489.379,428.225,0.0037
mixed,16,1,0.0625,4.0,1024,2048,512,2048,608,449.185,562.177,453.505,0.0382
mixed,16,1,0.0625,4.0,1024,2048,1024,4096,1216,508.001,793.506,568.993,0.2136
mixed,16,1,0.0625,4.0,1024,2048,2048,8192,2432,582.338,1298.18,886.178,0.4245
mixed,16,1,0.0625,4.0,1024,2048,4096,16384,4864,883.012,2319.82,1522.44,0.445
mixed,16,1,0.0625,4.0,1024,4096,128,512,152,664.609,682.242,663.489,-0.0635
mixed,16,1,0.0625,4.0,1024,4096,256,1024,304,670.335,719.841,670.882,0.011
mixed,16,1,0.0625,4.0,1024,4096,512,2048,608,684.035,807.426,697.602,0.11
mixed,16,1,0.0625,4.0,1024,4096,1024,4096,1216,730.977,936.45,729.731,-0.0061
mixed,16,1,0.0625,4.0,1024,4096,2048,8192,2432,835.586,1443.43,1019.33,0.3023
mixed,16,1,0.0625,4.0,1024,4096,4096,16384,4864,1005.51,2690.92,1639.27,0.376
mixed,16,1,0.0625,4.0,1024,8192,128,512,152,1152.48,1171.78,1153.8,0.068
mixed,16,1,0.0625,4.0,1024,8192,256,1024,304,1158.02,1206.92,1157.67,-0.0072
mixed,16,1,0.0625,4.0,1024,8192,512,2048,608,1172.55,1276.04,1175.49,0.0284
mixed,16,1,0.0625,4.0,1024,8192,1024,4096,1216,1216.26,1439.2,1207.56,-0.039
mixed,16,1,0.0625,4.0,1024,8192,2048,8192,2432,1309.41,1720.16,1295.14,-0.0347
mixed,16,1,0.0625,4.0,1024,8192,4096,16384,4864,1477.47,2795.62,1899.75,0.3204
mixed,16,1,0.0625,4.0,2048,0,128,512,152,392.032,427.137,395.36,0.0948
mixed,16,1,0.0625,4.0,2048,0,256,1024,304,408.383,466.401,409.472,0.0188
mixed,16,1,0.0625,4.0,2048,0,512,2048,608,428.417,566.401,439.041,0.077
mixed,16,1,0.0625,4.0,2048,0,1024,4096,1216,474.336,824.097,605.441,0.3748
mixed,16,1,0.0625,4.0,2048,0,2048,8192,2432,614.21,1321.8,922.243,0.4353
mixed,16,1,0.0625,4.0,2048,0,4096,16384,4864,913.825,2353.87,1545.73,0.4388
mixed,16,1,0.0625,4.0,2048,512,128,512,152,493.731,525.376,497.057,0.1051
mixed,16,1,0.0625,4.0,2048,512,256,1024,304,509.217,566.691,510.335,0.0195
mixed,16,1,0.0625,4.0,2048,512,512,2048,608,530.304,646.466,536.194,0.0507
mixed,16,1,0.0625,4.0,2048,512,1024,4096,1216,580.128,904.673,677.601,0.3003
mixed,16,1,0.0625,4.0,2048,512,2048,8192,2432,697.186,1402.27,1002.34,0.4328
mixed,16,1,0.0625,4.0,2048,512,4096,16384,4864,1009.6,2397.38,1628.42,0.4459
mixed,16,1,0.0625,4.0,2048,1024,128,512,152,593.794,627.328,592.894,-0.0268
mixed,16,1,0.0625,4.0,2048,1024,256,1024,304,603.234,672.127,609.793,0.0952
mixed,16,1,0.0625,4.0,2048,1024,512,2048,608,626.24,742.787,633.473,0.0621
mixed,16,1,0.0625,4.0,2048,1024,1024,4096,1216,683.2,992.29,752.385,0.2238
mixed,16,1,0.0625,4.0,2048,1024,2048,8192,2432,771.172,1496.29,1080.96,0.4272
mixed,16,1,0.0625,4.0,2048,1024,4096,16384,4864,1081.99,2454.09,1716.23,0.4622
mixed,16,1,0.0625,4.0,2048,2048,128,512,152,783.939,817.889,784.771,0.0245
mixed,16,1,0.0625,4.0,2048,2048,256,1024,304,792.545,867.171,795.713,0.0425
mixed,16,1,0.0625,4.0,2048,2048,512,2048,608,819.329,947.969,822.914,0.0279
mixed,16,1,0.0625,4.0,2048,2048,1024,4096,1216,876.961,1143.17,896.161,0.0721
mixed,16,1,0.0625,4.0,2048,2048,2048,8192,2432,972.803,1670.18,1234.08,0.3747
mixed,16,1,0.0625,4.0,2048,2048,4096,16384,4864,1250.05,2620.3,1872.84,0.4545
mixed,16,1,0.0625,4.0,2048,4096,128,512,152,1145.99,1187.3,1149.19,0.0775
mixed,16,1,0.0625,4.0,2048,4096,256,1024,304,1159.71,1246.37,1164.48,0.055
mixed,16,1,0.0625,4.0,2048,4096,512,2048,608,1188.87,1365.22,1197.09,0.0466
mixed,16,1,0.0625,4.0,2048,4096,1024,4096,1216,1266.82,1517.92,1275.97,0.0364
mixed,16,1,0.0625,4.0,2048,4096,2048,8192,2432,1387.23,2009.32,1528.99,0.2279
mixed,16,1,0.0625,4.0,2048,4096,4096,16384,4864,1586.92,3097.1,2212.2,0.414
mixed,16,1,0.0625,4.0,2048,8192,128,512,152,1881.67,1913.09,1879.52,-0.0684
mixed,16,1,0.0625,4.0,2048,8192,256,1024,304,1898.08,1973.54,1889.8,-0.1098
mixed,16,1,0.0625,4.0,2048,8192,512,2048,608,1918.18,2098.85,1926.69,0.0471
mixed,16,1,0.0625,4.0,2048,8192,1024,4096,1216,1996.38,2349.03,1999.01,0.0074
mixed,16,1,0.0625,4.0,2048,8192,2048,8192,2432,2156.87,2735.18,2146.12,-0.0186
mixed,16,1,0.0625,4.0,2048,8192,4096,16384,4864,2383.69,3862.95,2760.81,0.2549
pure,16,2,0.125,4.0,0,0,128,512,176,50.369,74.688,53.634,0.1343
pure,16,2,0.125,4.0,0,0,256,1024,352,65.505,109.824,65.888,0.0086
pure,16,2,0.125,4.0,0,0,512,2048,704,95.971,175.073,93.311,-0.0336
pure,16,2,0.125,4.0,0,0,1024,4096,1408,135.776,327.358,144.512,0.0456
pure,16,2,0.125,4.0,0,0,2048,8192,2816,225.666,596.096,239.427,0.0371
pure,16,2,0.125,4.0,0,0,4096,16384,5632,435.105,1136.84,471.073,0.0513
mixed,16,2,0.125,4.0,16,0,128,512,176,52.095,98.816,72.415,0.4349
mixed,16,2,0.125,4.0,16,0,256,1024,352,69.825,167.168,112.512,0.4385
mixed,16,2,0.125,4.0,16,0,512,2048,704,118.176,299.746,192.418,0.4089
mixed,16,2,0.125,4.0,16,0,1024,4096,1408,215.01,563.65,353.857,0.3983
mixed,16,2,0.125,4.0,16,0,2048,8192,2816,395.232,1113.63,670.563,0.3833
mixed,16,2,0.125,4.0,16,0,4096,16384,5632,767.651,2201.25,1305.57,0.3752
mixed,16,2,0.125,4.0,16,512,128,512,176,77.281,100.703,76.896,-0.0164
mixed,16,2,0.125,4.0,16,512,256,1024,352,86.562,168.8,116.704,0.3665
mixed,16,2,0.125,4.0,16,512,512,2048,704,119.039,300.801,194.368,0.4144
mixed,16,2,0.125,4.0,16,512,1024,4096,1408,216.417,564.898,353.345,0.3929
mixed,16,2,0.125,4.0,16,512,2048,8192,2816,398.177,1111.08,670.146,0.3815
mixed,16,2,0.125,4.0,16,512,4096,16384,5632,771.298,2205.99,1305.48,0.3723
mixed,16,2,0.125,4.0,16,1024,128,512,176,109.216,133.376,108.063,-0.0477
mixed,16,2,0.125,4.0,16,1024,256,1024,352,117.6,169.407,116.577,-0.0197
mixed,16,2,0.125,4.0,16,1024,512,2048,704,142.113,300.737,196.641,0.3438
mixed,16,2,0.125,4.0,16,1024,1024,4096,1408,216.928,568.065,354.306,0.3912
mixed,16,2,0.125,4.0,16,1024,2048,8192,2816,397.57,1112.67,669.795,0.3807
mixed,16,2,0.125,4.0,16,1024,4096,16384,5632,769.441,2203.88,1309.25,0.3763
mixed,16,2,0.125,4.0,16,2048,128,512,176,171.298,195.041,170.111,-0.05
mixed,16,2,0.125,4.0,16,2048,256,1024,352,180.225,232.417,178.816,-0.027
mixed,16,2,0.125,4.0,16,2048,512,2048,704,205.217,302.816,197.152,-0.0826
mixed,16,2,0.125,4.0,16,2048,1024,4096,1408,257.857,566.913,356.032,0.3177
mixed,16,2,0.125,4.0,16,2048,2048,8192,2816,397.919,1111.9,671.585,0.3833
mixed,16,2,0.125,4.0,16,2048,4096,16384,5632,770.148,2209.41,1312.38,0.3767
mixed,16,2,0.125,4.0,16,4096,128,512,176,295.65,317.919,294.465,-0.0532
mixed,16,2,0.125,4.0,16,4096,256,1024,352,303.168,356.802,302.817,-0.0065
mixed,16,2,0.125,4.0,16,4096,512,2048,704,328.992,426.274,319.329,-0.0993
mixed,16,2,0.125,4.0,16,4096,1024,4096,1408,381.217,568.992,355.84,-0.1351
mixed,16,2,0.125,4.0,16,4096,2048,8192,2816,475.522,1123.49,671.553,0.3025
mixed,16,2,0.125,4.0,16,4096,4096,16384,5632,772.032,2207.24,1316.23,0.3792
mixed,16,2,0.125,4.0,16,8192,128,512,176,552.481,565.792,554.368,0.1418
mixed,16,2,0.125,4.0,16,8192,256,1024,352,555.651,601.889,557.378,0.0374
mixed,16,2,0.125,4.0,16,8192,512,2048,704,578.851,672.834,568.544,-0.1097
mixed,16,2,0.125,4.0,16,8192,1024,4096,1408,627.747,816.128,602.307,-0.135
mixed,16,2,0.125,4.0,16,8192,2048,8192,2816,724.226,1133.57,672.674,-0.1259
mixed,16,2,0.125,4.0,16,8192,4096,16384,5632,936.29,2209.16,1314.75,0.2973
mixed,16,2,0.125,4.0,32,0,128,512,176,52.607,99.041,73.567,0.4514
mixed,16,2,0.125,4.0,32,0,256,1024,352,70.849,167.969,113.089,0.4349
mixed,16,2,0.125,4.0,32,0,512,2048,704,118.112,300.8,193.984,0.4153
mixed,16,2,0.125,4.0,32,0,1024,4096,1408,215.585,564.93,351.681,0.3896
mixed,16,2,0.125,4.0,32,0,2048,8192,2816,397.729,1116,669.986,0.379
mixed,16,2,0.125,4.0,32,0,4096,16384,5632,772.355,2205.86,1309.06,0.3744
mixed,16,2,0.125,4.0,32,512,128,512,176,77.728,101.248,76.672,-0.0449
mixed,16,2,0.125,4.0,32,512,256,1024,352,86.592,168.96,116.032,0.3574
mixed,16,2,0.125,4.0,32,512,512,2048,704,118.048,301.825,194.848,0.4179
mixed,16,2,0.125,4.0,32,512,1024,4096,1408,216.32,567.873,352.864,0.3884
mixed,16,2,0.125,4.0,32,512,2048,8192,2816,397.954,1113.12,671.777,0.3829
mixed,16,2,0.125,4.0,32,512,4096,16384,5632,771.427,2206.31,1308.03,0.374
mixed,16,2,0.125,4.0,32,1024,128,512,176,108.928,132.447,109.056,0.0054
mixed,16,2,0.125,4.0,32,1024,256,1024,352,118.784,169.729,117.183,-0.0314
mixed,16,2,0.125,4.0,32,1024,512,2048,704,142.465,302.273,195.744,0.3334
mixed,16,2,0.125,4.0,32,1024,1024,4096,1408,216.16,568.416,356.098,0.3973
mixed,16,2,0.125,4.0,32,1024,2048,8192,2816,396.703,1112.26,671.138,0.3835
mixed,16,2,0.125,4.0,32,1024,4096,16384,5632,774.945,2207.62,1311.3,0.3744
mixed,16,2,0.125,4.0,32,2048,128,512,176,171.104,196.929,171.168,0.0025
mixed,16,2,0.125,4.0,32,2048,256,1024,352,181.536,231.233,179.361,-0.0438
mixed,16,2,0.125,4.0,32,2048,512,2048,704,204.863,303.906,196.064,-0.0888
mixed,16,2,0.125,4.0,32,2048,1024,4096,1408,256.48,568.321,356.384,0.3204
mixed,16,2,0.125,4.0,32,2048,2048,8192,2816,398.241,1113.22,671.874,0.3827
mixed,16,2,0.125,4.0,32,2048,4096,16384,5632,772.609,2207.88,1312.52,0.3762
mixed,16,2,0.125,4.0,32,4096,128,512,176,295.072,318.143,294.816,-0.0111
mixed,16,2,0.125,4.0,32,4096,256,1024,352,305.217,356.063,302.849,-0.0466
mixed,16,2,0.125,4.0,32,4096,512,2048,704,328.225,426.945,320.738,-0.0758
mixed,16,2,0.125,4.0,32,4096,1024,4096,1408,381.151,570.371,358.242,-0.1211
mixed,16,2,0.125,4.0,32,4096,2048,8192,2816,477.89,1120.51,678.401,0.312
mixed,16,2,0.125,4.0,32,4096,4096,16384,5632,782.274,2206.86,1311.56,0.3715
mixed,16,2,0.125,4.0,32,8192,128,512,176,554.497,567.871,555.104,0.0454
mixed,16,2,0.125,4.0,32,8192,256,1024,352,554.912,603.746,556.768,0.038
mixed,16,2,0.125,4.0,32,8192,512,2048,704,576.387,672.416,568.16,-0.0857
mixed,16,2,0.125,4.0,32,8192,1024,4096,1408,627.362,819.137,602.531,-0.1295
mixed,16,2,0.125,4.0,32,8192,2048,8192,2816,724.194,1133.6,674.722,-0.1208
mixed,16,2,0.125,4.0,32,8192,4096,16384,5632,941.763,2207.68,1315.17,0.295
mixed,16,2,0.125,4.0,64,0,128,512,176,52.736,99.583,73.152,0.4358
mixed,16,2,0.125,4.0,64,0,256,1024,352,70.495,168.032,113.376,0.4396
mixed,16,2,0.125,4.0,64,0,512,2048,704,118.656,300.896,193.153,0.4088
mixed,16,2,0.125,4.0,64,0,1024,4096,1408,217.184,566.241,352.963,0.389
mixed,16,2,0.125,4.0,64,0,2048,8192,2816,396.418,1113.8,670.529,0.3821
mixed,16,2,0.125,4.0,64,0,4096,16384,5632,773.283,2206.02,1307.43,0.3728
mixed,16,2,0.125,4.0,64,512,128,512,176,78.304,101.728,77.76,-0.0232
mixed,16,2,0.125,4.0,64,512,256,1024,352,87.296,168.896,116.48,0.3576
mixed,16,2,0.125,4.0,64,512,512,2048,704,118.625,301.091,195.648,0.4221
mixed,16,2,0.125,4.0,64,512,1024,4096,1408,216.351,567.907,353.632,0.3905
mixed,16,2,0.125,4.0,64,512,2048,8192,2816,398.145,1111.52,671.425,0.3831
mixed,16,2,0.125,4.0,64,512,4096,16384,5632,773.123,2206.02,1315.75,0.3787
mixed,16,2,0.125,4.0,64,1024,128,512,176,110.399,134.655,109.088,-0.054
mixed,16,2,0.125,4.0,64,1024,256,1024,352,119.808,170.078,118.176,-0.0325
mixed,16,2,0.125,4.0,64,1024,512,2048,704,144.32,302.496,195.712,0.3249
mixed,16,2,0.125,4.0,64,1024,1024,4096,1408,216.928,569.568,354.881,0.3912
mixed,16,2,0.125,4.0,64,1024,2048,8192,2816,397.952,1113.16,672.704,0.3842
mixed,16,2,0.125,4.0,64,1024,4096,16384,5632,771.299,2207.05,1312.26,0.3768
mixed,16,2,0.125,4.0,64,2048,128,512,176,172.609,196.735,171.584,-0.0425
mixed,16,2,0.125,4.0,64,2048,256,1024,352,182.913,233.184,180.288,-0.0522
mixed,16,2,0.125,4.0,64,2048,512,2048,704,206.912,302.239,198.176,-0.0916
mixed,16,2,0.125,4.0,64,2048,1024,4096,1408,258.017,570.976,356.993,0.3163
mixed,16,2,0.125,4.0,64,2048,2048,8192,2816,397.632,1111.42,671.969,0.3843
mixed,16,2,0.125,4.0,64,2048,4096,16384,5632,769.827,2205.57,1310.88,0.3768
mixed,16,2,0.125,4.0,64,4096,128,512,176,295.969,320.833,295.36,-0.0245
mixed,16,2,0.125,4.0,64,4096,256,1024,352,305.474,356.194,304,-0.0291
mixed,16,2,0.125,4.0,64,4096,512,2048,704,331.104,427.585,321.569,-0.0988
mixed,16,2,0.125,4.0,64,4096,1024,4096,1408,381.729,570.21,359.457,-0.1182
mixed,16,2,0.125,4.0,64,4096,2048,8192,2816,476.48,1121.8,672.129,0.3032
mixed,16,2,0.125,4.0,64,4096,4096,16384,5632,774.787,2213.22,1313.86,0.3748
mixed,16,2,0.125,4.0,64,8192,128,512,176,556.192,568.162,557.568,0.115
mixed,16,2,0.125,4.0,64,8192,256,1024,352,557.824,604.447,557.409,-0.0089
mixed,16,2,0.125,4.0,64,8192,512,2048,704,576.61,673.986,568.706,-0.0812
mixed,16,2,0.125,4.0,64,8192,1024,4096,1408,628.034,817.25,604.608,-0.1238
mixed,16,2,0.125,4.0,64,8192,2048,8192,2816,724.065,1134.66,676.801,-0.1151
mixed,16,2,0.125,4.0,64,8192,4096,16384,5632,938.274,2207.01,1322.56,0.3029
mixed,16,2,0.125,4.0,128,0,128,512,176,53.856,100.896,74.752,0.4442
mixed,16,2,0.125,4.0,128,0,256,1024,352,71.169,168.994,114.785,0.4459
mixed,16,2,0.125,4.0,128,0,512,2048,704,120.608,300.608,195.297,0.4149
mixed,16,2,0.125,4.0,128,0,1024,4096,1408,218.112,568.354,353.185,0.3857
mixed,16,2,0.125,4.0,128,0,2048,8192,2816,397.665,1116.45,672.769,0.3827
mixed,16,2,0.125,4.0,128,0,4096,16384,5632,771.811,2207.56,1312.96,0.3769
mixed,16,2,0.125,4.0,128,512,128,512,176,79.872,103.616,79.008,-0.0364
mixed,16,2,0.125,4.0,128,512,256,1024,352,89.599,169.121,117.247,0.3477
mixed,16,2,0.125,4.0,128,512,512,2048,704,119.874,302.016,196.416,0.4202
mixed,16,2,0.125,4.0,128,512,1024,4096,1408,218.561,566.658,355.807,0.3943
mixed,16,2,0.125,4.0,128,512,2048,8192,2816,398.399,1111.39,670.947,0.3823
mixed,16,2,0.125,4.0,128,512,4096,16384,5632,770.979,2209.06,1308.74,0.3739
mixed,16,2,0.125,4.0,128,1024,128,512,176,111.073,136.384,110.431,-0.0254
mixed,16,2,0.125,4.0,128,1024,256,1024,352,121.536,172.351,120.192,-0.0264
mixed,16,2,0.125,4.0,128,1024,512,2048,704,146.4,302.176,197.919,0.3307
mixed,16,2,0.125,4.0,128,1024,1024,4096,1408,219.522,567.841,357.058,0.3949
mixed,16,2,0.125,4.0,128,1024,2048,8192,2816,397.666,1113.54,669.953,0.3804
mixed,16,2,0.125,4.0,128,1024,4096,16384,5632,772.001,2210.02,1310.92,0.3748
mixed,16,2,0.125,4.0,128,2048,128,512,176,174.177,199.873,173.952,-0.0088
mixed,16,2,0.125,4.0,128,2048,256,1024,352,184.319,235.135,184.608,0.0057
mixed,16,2,0.125,4.0,128,2048,512,2048,704,210.239,304.738,201.378,-0.0938
mixed,16,2,0.125,4.0,128,2048,1024,4096,1408,261.344,572.611,358.336,0.3116
