regime,n,nb,ratio,skew,pc,kp,kvs,kv_big,kv_mean,t_mean_us,t_max_us,t_skew_us,alpha
mixed,16,3,0.1875,4.0,16,0,2048,8192,3200,671.938,1684.64,956.29,0.2808
mixed,16,3,0.1875,4.0,16,0,4096,16384,6400,1303.94,3306.88,1842.37,0.2688
mixed,16,3,0.1875,4.0,16,512,128,512,200,101.185,148.989,117.28,0.3367
mixed,16,3,0.1875,4.0,16,512,256,1024,400,133.184,250.177,173.92,0.3482
mixed,16,3,0.1875,4.0,16,512,512,2048,800,201.41,448.255,286.496,0.3447
mixed,16,3,0.1875,4.0,16,512,1024,4096,1600,353.313,845.666,507.97,0.3141
mixed,16,3,0.1875,4.0,16,512,2048,8192,3200,670.274,1681.44,954.594,0.2812
mixed,16,3,0.1875,4.0,16,512,4096,16384,6400,1305.64,3302.6,1845.64,0.2704
mixed,16,3,0.1875,4.0,16,1024,128,512,200,133.632,180.704,149.984,0.3474
mixed,16,3,0.1875,4.0,16,1024,256,1024,400,165.922,250.944,176.704,0.1268
mixed,16,3,0.1875,4.0,16,1024,512,2048,800,217.632,449.794,288.607,0.3057
mixed,16,3,0.1875,4.0,16,1024,1024,4096,1600,357.216,844.579,510.528,0.3146
mixed,16,3,0.1875,4.0,16,1024,2048,8192,3200,671.745,1679.11,955.264,0.2814
mixed,16,3,0.1875,4.0,16,1024,4096,16384,6400,1303.71,3305.61,1843.59,0.2697
mixed,16,3,0.1875,4.0,16,2048,128,512,200,197.153,244.639,211.456,0.3012
mixed,16,3,0.1875,4.0,16,2048,256,1024,400,230.017,315.04,239.649,0.1133
mixed,16,3,0.1875,4.0,16,2048,512,2048,800,281.409,450.403,299.905,0.1094
mixed,16,3,0.1875,4.0,16,2048,1024,4096,1600,387.904,845.281,514.626,0.2771
mixed,16,3,0.1875,4.0,16,2048,2048,8192,3200,676.129,1666.53,954.499,0.2811
mixed,16,3,0.1875,4.0,16,2048,4096,16384,6400,1293.25,3305.2,1843.59,0.2735
mixed,16,3,0.1875,4.0,16,4096,128,512,200,320.673,369.376,336.48,0.3246
mixed,16,3,0.1875,4.0,16,4096,256,1024,400,354.113,440.193,363.168,0.1052
mixed,16,3,0.1875,4.0,16,4096,512,2048,800,404.672,579.457,422.689,0.1031
mixed,16,3,0.1875,4.0,16,4096,1024,4096,1600,513.953,853.635,572.577,0.1726
mixed,16,3,0.1875,4.0,16,4096,2048,8192,3200,730.083,1667.84,956.481,0.2414
mixed,16,3,0.1875,4.0,16,4096,4096,16384,6400,1313.48,3317.99,1859.43,0.2724
mixed,16,3,0.1875,4.0,16,8192,128,512,200,569.507,617.376,581.57,0.252
mixed,16,3,0.1875,4.0,16,8192,256,1024,400,602.336,686.848,608.418,0.072
mixed,16,3,0.1875,4.0,16,8192,512,2048,800,652.771,823.49,667.105,0.084
mixed,16,3,0.1875,4.0,16,8192,1024,4096,1600,761.984,1103.14,817.57,0.1629
mixed,16,3,0.1875,4.0,16,8192,2048,8192,3200,975.651,1725.7,1078.91,0.1377
mixed,16,3,0.1875,4.0,16,8192,4096,16384,6400,1468.39,3377.67,1861.38,0.2058
mixed,16,3,0.1875,4.0,32,0,128,512,200,76.064,147.999,112.064,0.5005
mixed,16,3,0.1875,4.0,32,0,256,1024,400,123.648,249.407,171.52,0.3807
mixed,16,3,0.1875,4.0,32,0,512,2048,800,201.632,446.626,285.121,0.3408
mixed,16,3,0.1875,4.0,32,0,1024,4096,1600,352.832,844.674,508.768,0.317
mixed,16,3,0.1875,4.0,32,0,2048,8192,3200,672.802,1683.33,955.104,0.2794
mixed,16,3,0.1875,4.0,32,0,4096,16384,6400,1300.61,3293.68,1846.05,0.2737
mixed,16,3,0.1875,4.0,32,512,128,512,200,100.064,148.77,117.121,0.3502
mixed,16,3,0.1875,4.0,32,512,256,1024,400,133.056,249.666,175.265,0.362
mixed,16,3,0.1875,4.0,32,512,512,2048,800,201.823,449.25,286.596,0.3426
mixed,16,3,0.1875,4.0,32,512,1024,4096,1600,354.434,844.195,508.192,0.3139
mixed,16,3,0.1875,4.0,32,512,2048,8192,3200,671.682,1689.35,955.366,0.2788
mixed,16,3,0.1875,4.0,32,512,4096,16384,6400,1303.17,3303.66,1845.96,0.2713
mixed,16,3,0.1875,4.0,32,1024,128,512,200,134.336,182.592,149.696,0.3183
mixed,16,3,0.1875,4.0,32,1024,256,1024,400,166.977,251.49,176.096,0.1079
mixed,16,3,0.1875,4.0,32,1024,512,2048,800,218.56,449.377,287.328,0.2979
mixed,16,3,0.1875,4.0,32,1024,1024,4096,1600,356.801,845.824,510.209,0.3137
mixed,16,3,0.1875,4.0,32,1024,2048,8192,3200,673.699,1677.09,952.704,0.2781
mixed,16,3,0.1875,4.0,32,1024,4096,16384,6400,1303.3,3308.14,1847.27,0.2713
mixed,16,3,0.1875,4.0,32,2048,128,512,200,196.768,246.017,212.032,0.3099
mixed,16,3,0.1875,4.0,32,2048,256,1024,400,229.921,314.817,239.328,0.1108
mixed,16,3,0.1875,4.0,32,2048,512,2048,800,282.945,449.537,299.426,0.0989
mixed,16,3,0.1875,4.0,32,2048,1024,4096,1600,388.8,845.251,514.304,0.275
mixed,16,3,0.1875,4.0,32,2048,2048,8192,3200,675.522,1664.07,953.922,0.2816
mixed,16,3,0.1875,4.0,32,2048,4096,16384,6400,1291.23,3306,1847.17,0.2759
mixed,16,3,0.1875,4.0,32,4096,128,512,200,321.984,370.176,336.8,0.3074
mixed,16,3,0.1875,4.0,32,4096,256,1024,400,353.792,440.418,363.681,0.1142
mixed,16,3,0.1875,4.0,32,4096,512,2048,800,405.344,581.922,423.681,0.1038
mixed,16,3,0.1875,4.0,32,4096,1024,4096,1600,514.592,856.866,570.689,0.1639
mixed,16,3,0.1875,4.0,32,4096,2048,8192,3200,729.635,1667.4,957.122,0.2426
mixed,16,3,0.1875,4.0,32,4096,4096,16384,6400,1309.09,3314.38,1859.4,0.2744
mixed,16,3,0.1875,4.0,32,8192,128,512,200,570.305,616.097,584.29,0.3054
mixed,16,3,0.1875,4.0,32,8192,256,1024,400,602.114,683.553,610.433,0.1022
mixed,16,3,0.1875,4.0,32,8192,512,2048,800,652.066,825.665,668.579,0.0951
mixed,16,3,0.1875,4.0,32,8192,1024,4096,1600,757.121,1105.77,817.155,0.1722
mixed,16,3,0.1875,4.0,32,8192,2048,8192,3200,979.555,1727.91,1077.35,0.1307
mixed,16,3,0.1875,4.0,32,8192,4096,16384,6400,1463.62,3377.87,1862.92,0.2086
mixed,16,3,0.1875,4.0,64,0,128,512,200,76.096,147.584,112.257,0.5058
mixed,16,3,0.1875,4.0,64,0,256,1024,400,124.385,250.529,171.361,0.3724
mixed,16,3,0.1875,4.0,64,0,512,2048,800,200.929,447.841,285.057,0.3407
mixed,16,3,0.1875,4.0,64,0,1024,4096,1600,353.41,845.634,509.12,0.3163
mixed,16,3,0.1875,4.0,64,0,2048,8192,3200,672.385,1687.04,956.58,0.2801
mixed,16,3,0.1875,4.0,64,0,4096,16384,6400,1305.28,3308.65,1850.63,0.2722
mixed,16,3,0.1875,4.0,64,512,128,512,200,102.336,149.921,118.85,0.347
mixed,16,3,0.1875,4.0,64,512,256,1024,400,133.762,250.144,175.744,0.3607
mixed,16,3,0.1875,4.0,64,512,512,2048,800,201.92,448.258,287.585,0.3478
mixed,16,3,0.1875,4.0,64,512,1024,4096,1600,355.007,843.715,509.378,0.3159
mixed,16,3,0.1875,4.0,64,512,2048,8192,3200,675.265,1684.77,953.924,0.276
mixed,16,3,0.1875,4.0,64,512,4096,16384,6400,1301.63,3306.76,1850.47,0.2737
mixed,16,3,0.1875,4.0,64,1024,128,512,200,135.552,183.52,151.136,0.3249
mixed,16,3,0.1875,4.0,64,1024,256,1024,400,167.585,252.384,177.12,0.1124
mixed,16,3,0.1875,4.0,64,1024,512,2048,800,218.178,451.073,288.257,0.3009
mixed,16,3,0.1875,4.0,64,1024,1024,4096,1600,355.839,846.306,510.368,0.3151
mixed,16,3,0.1875,4.0,64,1024,2048,8192,3200,676.321,1684.26,954.466,0.276
mixed,16,3,0.1875,4.0,64,1024,4096,16384,6400,1298.95,3301.45,1851.04,0.2757
mixed,16,3,0.1875,4.0,64,2048,128,512,200,198.178,246.369,212.833,0.3041
mixed,16,3,0.1875,4.0,64,2048,256,1024,400,231.521,315.456,240.289,0.1045
mixed,16,3,0.1875,4.0,64,2048,512,2048,800,282.21,451.65,300.32,0.1069
mixed,16,3,0.1875,4.0,64,2048,1024,4096,1600,389.985,847.107,515.552,0.2747
mixed,16,3,0.1875,4.0,64,2048,2048,8192,3200,676.771,1672.45,956.227,0.2807
mixed,16,3,0.1875,4.0,64,2048,4096,16384,6400,1297.95,3306.35,1849.58,0.2747
mixed,16,3,0.1875,4.0,64,4096,128,512,200,323.521,371.714,337.215,0.2841
mixed,16,3,0.1875,4.0,64,4096,256,1024,400,354.335,440.802,364.064,0.1125
mixed,16,3,0.1875,4.0,64,4096,512,2048,800,405.57,580.257,424.769,0.1099
mixed,16,3,0.1875,4.0,64,4096,1024,4096,1600,516.163,857.251,569.858,0.1574
mixed,16,3,0.1875,4.0,64,4096,2048,8192,3200,733.25,1673.25,959.938,0.2412
mixed,16,3,0.1875,4.0,64,4096,4096,16384,6400,1314.34,3325.07,1858.05,0.2704
mixed,16,3,0.1875,4.0,64,8192,128,512,200,570.434,617.056,584.352,0.2985
mixed,16,3,0.1875,4.0,64,8192,256,1024,400,601.248,686.595,612.961,0.1372
mixed,16,3,0.1875,4.0,64,8192,512,2048,800,652.032,825.154,668.864,0.0972
mixed,16,3,0.1875,4.0,64,8192,1024,4096,1600,760.129,1109.13,819.011,0.1687
mixed,16,3,0.1875,4.0,64,8192,2048,8192,3200,981.185,1728.04,1078.37,0.1301
mixed,16,3,0.1875,4.0,64,8192,4096,16384,6400,1461.95,3383.95,1862.98,0.2087
mixed,16,3,0.1875,4.0,128,0,128,512,200,88.897,160.896,115.904,0.3751
mixed,16,3,0.1875,4.0,128,0,256,1024,400,137.375,260.993,175.009,0.3044
mixed,16,3,0.1875,4.0,128,0,512,2048,800,213.44,454.37,288.896,0.3132
mixed,16,3,0.1875,4.0,128,0,1024,4096,1600,361.279,848.93,513.345,0.3118
mixed,16,3,0.1875,4.0,128,0,2048,8192,3200,676.193,1681.8,960.547,0.2828
mixed,16,3,0.1875,4.0,128,0,4096,16384,6400,1303.39,3288.11,1850.95,0.2759
mixed,16,3,0.1875,4.0,128,512,128,512,200,124.221,192.288,125.184,0.0141
mixed,16,3,0.1875,4.0,128,512,256,1024,400,161.952,295.231,182.144,0.1515
mixed,16,3,0.1875,4.0,128,512,512,2048,800,247.745,483.967,293.569,0.194
mixed,16,3,0.1875,4.0,128,512,1024,4096,1600,393.024,858.915,515.936,0.2638
mixed,16,3,0.1875,4.0,128,512,2048,8192,3200,695.97,1683.65,959.076,0.2664
mixed,16,3,0.1875,4.0,128,512,4096,16384,6400,1303.56,3289.51,1846.75,0.2735
mixed,16,3,0.1875,4.0,128,1024,128,512,200,158.56,221.536,161.024,0.0391
mixed,16,3,0.1875,4.0,128,1024,256,1024,400,204.801,322.529,198.754,-0.0514
mixed,16,3,0.1875,4.0,128,1024,512,2048,800,260.161,520.962,301.631,0.159
mixed,16,3,0.1875,4.0,128,1024,1024,4096,1600,426.913,891.01,520,0.2006
mixed,16,3,0.1875,4.0,128,1024,2048,8192,3200,729.953,1682.34,959.427,0.2409
mixed,16,3,0.1875,4.0,128,1024,4096,16384,6400,1321.38,3306.79,1854.06,0.2683
mixed,16,3,0.1875,4.0,128,2048,128,512,200,221.441,292.577,223.712,0.0319
mixed,16,3,0.1875,4.0,128,2048,256,1024,400,269.665,389.889,265.471,-0.0349
mixed,16,3,0.1875,4.0,128,2048,512,2048,800,341.73,578.883,337.153,-0.0193
mixed,16,3,0.1875,4.0,128,2048,1024,4096,1600,455.425,964.866,567.873,0.2207
mixed,16,3,0.1875,4.0,128,2048,2048,8192,3200,802.081,1718.25,962.98,0.1756
mixed,16,3,0.1875,4.0,128,2048,4096,16384,6400,1380.16,3304.3,1851.24,0.2448
mixed,16,3,0.1875,4.0,128,4096,128,512,200,347.615,414.817,350.081,0.0367
mixed,16,3,0.1875,4.0,128,4096,256,1024,400,394.753,515.49,390.881,-0.0321
mixed,16,3,0.1875,4.0,128,4096,512,2048,800,468.546,708.194,464.897,-0.0152
mixed,16,3,0.1875,4.0,128,4096,1024,4096,1600,613.601,1091.52,591.361,-0.0465
mixed,16,3,0.1875,4.0,128,4096,2048,8192,3200,868.417,1932.16,1080.8,0.1997
mixed,16,3,0.1875,4.0,128,4096,4096,16384,6400,1560.77,3448.46,1876.71,0.1674
mixed,16,3,0.1875,4.0,128,8192,128,512,200,596.353,666.658,603.874,0.107
mixed,16,3,0.1875,4.0,128,8192,256,1024,400,641.058,761.729,643.362,0.0191
mixed,16,3,0.1875,4.0,128,8192,512,2048,800,717.186,956.93,711.457,-0.0239
mixed,16,3,0.1875,4.0,128,8192,1024,4096,1600,864.483,1347.01,842.592,-0.0454
mixed,16,3,0.1875,4.0,128,8192,2048,8192,3200,1181.7,2183.49,1094.92,-0.0866
mixed,16,3,0.1875,4.0,128,8192,4096,16384,6400,1690.85,3991.95,2110.79,0.1825
mixed,16,3,0.1875,4.0,256,0,128,512,200,102.335,180.287,128.576,0.3366
mixed,16,3,0.1875,4.0,256,0,256,1024,400,157.888,279.842,189.537,0.2595
mixed,16,3,0.1875,4.0,256,0,512,2048,800,233.056,474.112,300.577,0.2801
mixed,16,3,0.1875,4.0,256,0,1024,4096,1600,381.473,862.083,528.162,0.3052
mixed,16,3,0.1875,4.0,256,0,2048,8192,3200,691.615,1682.82,970.531,0.2814
mixed,16,3,0.1875,4.0,256,0,4096,16384,6400,1309.8,3302.03,1855.11,0.2737
mixed,16,3,0.1875,4.0,256,512,128,512,200,149.376,211.2,159.776,0.1682
mixed,16,3,0.1875,4.0,256,512,256,1024,400,190.048,314.688,210.369,0.163
mixed,16,3,0.1875,4.0,256,512,512,2048,800,264.13,506.368,327.84,0.263
mixed,16,3,0.1875,4.0,256,512,1024,4096,1600,413.024,895.264,560.64,0.3061
mixed,16,3,0.1875,4.0,256,512,2048,8192,3200,723.938,1682.76,979.586,0.2666
mixed,16,3,0.1875,4.0,256,512,4096,16384,6400,1341.89,3305.36,1867.2,0.2675
mixed,16,3,0.1875,4.0,256,1024,128,512,200,196.609,249.216,204.928,0.1581
mixed,16,3,0.1875,4.0,256,1024,256,1024,400,229.856,342.4,235.746,0.0523
mixed,16,3,0.1875,4.0,256,1024,512,2048,800,298.208,540.449,344.864,0.1926
mixed,16,3,0.1875,4.0,256,1024,1024,4096,1600,447.105,927.394,572.961,0.262
mixed,16,3,0.1875,4.0,256,1024,2048,8192,3200,757.571,1720.04,1033.03,0.2862
mixed,16,3,0.1875,4.0,256,1024,4096,16384,6400,1372.77,3308.33,1870.66,0.2572
mixed,16,3,0.1875,4.0,256,2048,128,512,200,272.672,352.641,286.528,0.1733
mixed,16,3,0.1875,4.0,256,2048,256,1024,400,324.001,412.289,321.76,-0.0254
mixed,16,3,0.1875,4.0,256,2048,512,2048,800,375.521,599.074,383.585,0.0361
mixed,16,3,0.1875,4.0,256,2048,1024,4096,1600,510.657,996.066,600.865,0.1858
mixed,16,3,0.1875,4.0,256,2048,2048,8192,3200,825.411,1779.11,1092.22,0.2798
mixed,16,3,0.1875,4.0,256,2048,4096,16384,6400,1432.49,3348.46,1977.99,0.2847
mixed,16,3,0.1875,4.0,256,4096,128,512,200,400.417,492.095,412.701,0.134
mixed,16,3,0.1875,4.0,256,4096,256,1024,400,463.328,607.105,472.609,0.0646
mixed,16,3,0.1875,4.0,256,4096,512,2048,800,560.48,730.817,570.146,0.0567
mixed,16,3,0.1875,4.0,256,4096,1024,4096,1600,676.419,1115.17,667.904,-0.0194
mixed,16,3,0.1875,4.0,256,4096,2048,8192,3200,949.603,2011.2,1110.44,0.1515
mixed,16,3,0.1875,4.0,256,4096,4096,16384,6400,1572.93,3645.77,2117.25,0.2626
mixed,16,3,0.1875,4.0,256,8192,128,512,200,651.937,744.834,665.345,0.1443
mixed,16,3,0.1875,4.0,256,8192,256,1024,400,714.624,868.643,722.08,0.0484
mixed,16,3,0.1875,4.0,256,8192,512,2048,800,812.063,1110.21,826.56,0.0486
mixed,16,3,0.1875,4.0,256,8192,1024,4096,1600,1002.34,1376.93,1053.12,0.1356
mixed,16,3,0.1875,4.0,256,8192,2048,8192,3200,1283.14,2187.49,1244.61,-0.0426
mixed,16,3,0.1875,4.0,256,8192,4096,16384,6400,1834.73,4184.3,2136.07,0.1283
mixed,16,3,0.1875,4.0,512,0,128,512,200,154.976,221.697,169.056,0.211
mixed,16,3,0.1875,4.0,512,0,256,1024,400,196.288,333.758,230.753,0.2507
mixed,16,3,0.1875,4.0,512,0,512,2048,800,278.816,528.831,346.273,0.2698
mixed,16,3,0.1875,4.0,512,0,1024,4096,1600,435.875,914.786,575.52,0.2916
mixed,16,3,0.1875,4.0,512,0,2048,8192,3200,746.593,1710.6,1010.24,0.2735
mixed,16,3,0.1875,4.0,512,0,4096,16384,6400,1359.01,3315.05,1897.28,0.2752
mixed,16,3,0.1875,4.0,512,512,128,512,200,222.178,283.266,231.17,0.1472
mixed,16,3,0.1875,4.0,512,512,256,1024,400,263.104,373.6,269.858,0.0611
mixed,16,3,0.1875,4.0,512,512,512,2048,800,327.905,591.809,387.519,0.2259
mixed,16,3,0.1875,4.0,512,512,1024,4096,1600,480.703,980.258,616.352,0.2715
mixed,16,3,0.1875,4.0,512,512,2048,8192,3200,810.307,1757.95,1072.7,0.2769
mixed,16,3,0.1875,4.0,512,512,4096,16384,6400,1415.01,3336.81,1931.01,0.2685
mixed,16,3,0.1875,4.0,512,1024,128,512,200,281.151,347.712,294.242,0.1967
mixed,16,3,0.1875,4.0,512,1024,256,1024,400,329.057,426.945,326.784,-0.0232
mixed,16,3,0.1875,4.0,512,1024,512,2048,800,391.168,618.017,425.025,0.1492
mixed,16,3,0.1875,4.0,512,1024,1024,4096,1600,532.482,1042.37,652.418,0.2352
mixed,16,3,0.1875,4.0,512,1024,2048,8192,3200,873.76,1817.51,1106.4,0.2465
mixed,16,3,0.1875,4.0,512,1024,4096,16384,6400,1476.29,3380.43,1983.91,0.2666
mixed,16,3,0.1875,4.0,512,2048,128,512,200,399.008,471.679,412.128,0.1805
mixed,16,3,0.1875,4.0,512,2048,256,1024,400,445.538,568.548,448.417,0.0234
mixed,16,3,0.1875,4.0,512,2048,512,2048,800,520.191,740.994,518.465,-0.0078
mixed,16,3,0.1875,4.0,512,2048,1024,4096,1600,639.745,1133.15,733.025,0.1891
mixed,16,3,0.1875,4.0,512,2048,2048,8192,3200,932.258,1938.6,1195.94,0.262
mixed,16,3,0.1875,4.0,512,2048,4096,16384,6400,1602.82,3490.09,2128.29,0.2784
mixed,16,3,0.1875,4.0,512,4096,128,512,200,640.705,705.57,646.977,0.0967
mixed,16,3,0.1875,4.0,512,4096,256,1024,400,676.385,800.867,678.592,0.0177
mixed,16,3,0.1875,4.0,512,4096,512,2048,800,740.002,1002.34,747.17,0.0273
mixed,16,3,0.1875,4.0,512,4096,1024,4096,1600,891.103,1373.22,899.041,0.0165
mixed,16,3,0.1875,4.0,512,4096,2048,8192,3200,1162.5,2165.12,1367.49,0.2045
mixed,16,3,0.1875,4.0,512,4096,4096,16384,6400,1722.57,3933.99,2344.58,0.2813
mixed,16,3,0.1875,4.0,512,8192,128,512,200,1125.98,1184.35,1133.6,0.1305
mixed,16,3,0.1875,4.0,512,8192,256,1024,400,1158.75,1245.96,1157.15,-0.0183
mixed,16,3,0.1875,4.0,512,8192,512,2048,800,1215.11,1431.75,1219.65,0.021
mixed,16,3,0.1875,4.0,512,8192,1024,4096,1600,1341.38,1878.85,1344.19,0.0052
mixed,16,3,0.1875,4.0,512,8192,2048,8192,3200,1643.36,2691.78,1655.08,0.0112
mixed,16,3,0.1875,4.0,512,8192,4096,16384,6400,2158.91,4355.15,2628.9,0.214
mixed,16,3,0.1875,4.0,1024,0,128,512,200,284.93,345.441,294.08,0.1512
mixed,16,3,0.1875,4.0,1024,0,256,1024,400,326.401,439.711,333.313,0.061
mixed,16,3,0.1875,4.0,1024,0,512,2048,800,387.458,651.49,453.952,0.2518
mixed,16,3,0.1875,4.0,1024,0,1024,4096,1600,550.529,1058.98,684.033,0.2626
mixed,16,3,0.1875,4.0,1024,0,2048,8192,3200,892.964,1841.13,1134.31,0.2545
mixed,16,3,0.1875,4.0,1024,0,4096,16384,6400,1499.53,3398.35,2018.5,0.2733
mixed,16,3,0.1875,4.0,1024,512,128,512,200,392.32,452.479,399.265,0.1154
mixed,16,3,0.1875,4.0,1024,512,256,1024,400,433.378,533.92,433.217,-0.0016
mixed,16,3,0.1875,4.0,1024,512,512,2048,800,494.85,738.819,533.151,0.157
mixed,16,3,0.1875,4.0,1024,512,1024,4096,1600,634.177,1157.41,769.571,0.2588
mixed,16,3,0.1875,4.0,1024,512,2048,8192,3200,977.379,1949.61,1227.52,0.2573
mixed,16,3,0.1875,4.0,1024,512,4096,16384,6400,1618.85,3508.02,2137.99,0.2748
mixed,16,3,0.1875,4.0,1024,1024,128,512,200,490.337,557.25,503.617,0.1985
mixed,16,3,0.1875,4.0,1024,1024,256,1024,400,535.456,640.516,535.711,0.0024
mixed,16,3,0.1875,4.0,1024,1024,512,2048,800,600.321,822.403,610.848,0.0474
mixed,16,3,0.1875,4.0,1024,1024,1024,4096,1600,726.948,1244.58,851.908,0.2414
mixed,16,3,0.1875,4.0,1024,1024,2048,8192,3200,1059.78,2070.12,1314.28,0.2519
mixed,16,3,0.1875,4.0,1024,1024,4096,16384,6400,1728.99,3624.26,2213.99,0.2559
mixed,16,3,0.1875,4.0,1024,2048,128,512,200,685.122,758.047,698.817,0.1878
mixed,16,3,0.1875,4.0,1024,2048,256,1024,400,735.397,844.899,736.962,0.0143
mixed,16,3,0.1875,4.0,1024,2048,512,2048,800,802.85,1011.81,804.448,0.0076
mixed,16,3,0.1875,4.0,1024,2048,1024,4096,1600,929.505,1412.01,1002.11,0.1505
mixed,16,3,0.1875,4.0,1024,2048,2048,8192,3200,1229.79,2258.66,1484.22,0.2473
mixed,16,3,0.1875,4.0,1024,2048,4096,16384,6400,1897.41,3918.99,2393.03,0.2452
mixed,16,3,0.1875,4.0,1024,4096,128,512,200,1053.35,1135.07,1064.83,0.1406
mixed,16,3,0.1875,4.0,1024,4096,256,1024,400,1112.9,1244.9,1109.73,-0.024
mixed,16,3,0.1875,4.0,1024,4096,512,2048,800,1202.59,1408.2,1202.27,-0.0016
mixed,16,3,0.1875,4.0,1024,4096,1024,4096,1600,1332.39,1767.05,1335.75,0.0077
mixed,16,3,0.1875,4.0,1024,4096,2048,8192,3200,1603.97,2562.98,1780.23,0.1838
mixed,16,3,0.1875,4.0,1024,4096,4096,16384,6400,2213.22,4930.7,2734.92,0.192
mixed,16,3,0.1875,4.0,1024,8192,128,512,200,1786.15,1867.75,1794.28,0.0996
mixed,16,3,0.1875,4.0,1024,8192,256,1024,400,1841.28,1996.96,1844.77,0.0224
mixed,16,3,0.1875,4.0,1024,8192,512,2048,800,1932.74,2227.3,1947.4,0.0498
mixed,16,3,0.1875,4.0,1024,8192,1024,4096,1600,2134.06,2527.65,2162.09,0.0712
mixed,16,3,0.1875,4.0,1024,8192,2048,8192,3200,2407.52,3312.11,2396.04,-0.0127
mixed,16,3,0.1875,4.0,1024,8192,4096,16384,6400,2952.68,4985.1,3375.78,0.2082
mixed,16,3,0.1875,4.0,2048,0,128,512,200,665.059,732.292,672.961,0.1175
mixed,16,3,0.1875,4.0,2048,0,256,1024,400,705.856,808.483,709.281,0.0334
mixed,16,3,0.1875,4.0,2048,0,512,2048,800,772.193,994.211,785.762,0.0611
mixed,16,3,0.1875,4.0,2048,0,1024,4096,1600,888.931,1431.91,1027.33,0.2549
mixed,16,3,0.1875,4.0,2048,0,2048,8192,3200,1240.96,2285.12,1489.54,0.2381
mixed,16,3,0.1875,4.0,2048,0,4096,16384,6400,1916.36,3859.18,2398.69,0.2483
mixed,16,3,0.1875,4.0,2048,512,128,512,200,853.057,911.585,861.153,0.1383
mixed,16,3,0.1875,4.0,2048,512,256,1024,400,892.223,994.528,890.689,-0.015
mixed,16,3,0.1875,4.0,2048,512,512,2048,800,950.562,1165.38,956.131,0.0259
mixed,16,3,0.1875,4.0,2048,512,1024,4096,1600,1078.6,1590.31,1182.59,0.2032
mixed,16,3,0.1875,4.0,2048,512,2048,8192,3200,1407.65,2448.39,1667.14,0.2493
mixed,16,3,0.1875,4.0,2048,512,4096,16384,6400,2075.11,4116.3,2584.74,0.2497
mixed,16,3,0.1875,4.0,2048,1024,128,512,200,1029.41,1094.91,1043.75,0.2188
mixed,16,3,0.1875,4.0,2048,1024,256,1024,400,1077.66,1180.23,1076.7,-0.0094
mixed,16,3,0.1875,4.0,2048,1024,512,2048,800,1146.15,1342.47,1139.3,-0.0349
mixed,16,3,0.1875,4.0,2048,1024,1024,4096,1600,1262.57,1759.04,1349.22,0.1745
mixed,16,3,0.1875,4.0,2048,1024,2048,8192,3200,1570.21,2629,1825.6,0.2412
mixed,16,3,0.1875,4.0,2048,1024,4096,16384,6400,2240.65,4467.25,2751.27,0.2293
mixed,16,3,0.1875,4.0,2048,2048,128,512,200,1400.17,1458.6,1407.14,0.1194
mixed,16,3,0.1875,4.0,2048,2048,256,1024,400,1443.97,1546.18,1450.37,0.0626
mixed,16,3,0.1875,4.0,2048,2048,512,2048,800,1502.12,1715.43,1505.09,0.0139
mixed,16,3,0.1875,4.0,2048,2048,1024,4096,1600,1633.67,2088.07,1652.87,0.0422
mixed,16,3,0.1875,4.0,2048,2048,2048,8192,3200,1900.64,2947.53,2150.6,0.2388
mixed,16,3,0.1875,4.0,2048,2048,4096,16384,6400,2571.24,4848.21,3098.73,0.2317
mixed,16,3,0.1875,4.0,2048,4096,128,512,200,2125.26,2189.61,2136.84,0.18
mixed,16,3,0.1875,4.0,2048,4096,256,1024,400,2164.29,2274.08,2170.85,0.0597
mixed,16,3,0.1875,4.0,2048,4096,512,2048,800,2232.64,2448.01,2228.39,-0.0198
mixed,16,3,0.1875,4.0,2048,4096,1024,4096,1600,2365.22,2790.18,2380.94,0.037
mixed,16,3,0.1875,4.0,2048,4096,2048,8192,3200,2639.66,3614.47,2777.29,0.1412
mixed,16,3,0.1875,4.0,2048,4096,4096,16384,6400,3225.48,5604.53,3749.71,0.2204
mixed,16,3,0.1875,4.0,2048,8192,128,512,200,3589.64,3650.72,3601.03,0.1866
mixed,16,3,0.1875,4.0,2048,8192,256,1024,400,3632.43,3726.7,3632.97,0.0057
mixed,16,3,0.1875,4.0,2048,8192,512,2048,800,3691.4,3902.35,3687.53,-0.0183
mixed,16,3,0.1875,4.0,2048,8192,1024,4096,1600,3807.75,4276.49,3830.16,0.0478
mixed,16,3,0.1875,4.0,2048,8192,2048,8192,3200,4119.06,5020.33,4116.62,-0.0027
mixed,16,3,0.1875,4.0,2048,8192,4096,16384,6400,4627.79,6693.55,5024.43,0.192
pure,16,4,0.25,4.0,0,0,128,512,224,70.753,107.746,75.967,0.1409
pure,16,4,0.25,4.0,0,0,256,1024,448,98.528,178.401,100.767,0.028
pure,16,4,0.25,4.0,0,0,512,2048,896,158.655,329.121,158.948,0.0017
pure,16,4,0.25,4.0,0,0,1024,4096,1792,297.666,611.457,296.483,-0.0038
pure,16,4,0.25,4.0,0,0,2048,8192,3584,541.058,1135.59,535.779,-0.0089
pure,16,4,0.25,4.0,0,0,4096,16384,7168,1012.99,2187.39,998.755,-0.0121
mixed,16,4,0.25,4.0,16,0,128,512,224,76.961,147.553,114.304,0.529
